100000,中华人民共和国,116.368324,39.915085,https://api.waqi.info/feed/geo:39.915085;116.3683244/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110000,北京市,116.405285,39.904989,https://api.waqi.info/feed/geo:39.904989;116.405285/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
120000,天津市,117.190182,39.125596,https://api.waqi.info/feed/geo:39.125596;117.190182/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
130000,河北省,114.502461,38.045474,https://api.waqi.info/feed/geo:38.045474;114.502461/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
140000,山西省,112.549248,37.857014,https://api.waqi.info/feed/geo:37.857014;112.549248/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
150000,内蒙古自治区,111.670801,40.818311,https://api.waqi.info/feed/geo:40.818311;111.670801/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
210000,辽宁省,123.429096,41.796767,https://api.waqi.info/feed/geo:41.796767;123.429096/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
220000,吉林省,125.3245,43.886841,https://api.waqi.info/feed/geo:43.886841;125.3245/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
230000,黑龙江省,126.642464,45.756967,https://api.waqi.info/feed/geo:45.756967;126.642464/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
310000,上海市,121.472644,31.231706,https://api.waqi.info/feed/geo:31.231706;121.472644/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
320000,江苏省,118.767413,32.041544,https://api.waqi.info/feed/geo:32.041544;118.767413/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
330000,浙江省,120.153576,30.287459,https://api.waqi.info/feed/geo:30.287459;120.153576/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
340000,安徽省,117.283042,31.86119,https://api.waqi.info/feed/geo:31.86119;117.283042/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
350000,福建省,119.306239,26.075302,https://api.waqi.info/feed/geo:26.075302;119.306239/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
360000,江西省,115.892151,28.676493,https://api.waqi.info/feed/geo:28.676493;115.892151/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
370000,山东省,117.000923,36.675807,https://api.waqi.info/feed/geo:36.675807;117.000923/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
410000,河南省,113.665412,34.757975,https://api.waqi.info/feed/geo:34.757975;113.665412/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
420000,湖北省,114.298572,30.584355,https://api.waqi.info/feed/geo:30.584355;114.298572/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
430000,湖南省,112.982279,28.19409,https://api.waqi.info/feed/geo:28.19409;112.982279/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
440000,广东省,113.280637,23.125178,https://api.waqi.info/feed/geo:23.125178;113.280637/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
450000,广西壮族自治区,108.320004,22.82402,https://api.waqi.info/feed/geo:22.82402;108.320004/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
460000,海南省,110.33119,20.031971,https://api.waqi.info/feed/geo:20.031971;110.33119/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
500000,重庆市,106.504962,29.533155,https://api.waqi.info/feed/geo:29.533155;106.504962/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
510000,四川省,104.065735,30.659462,https://api.waqi.info/feed/geo:30.659462;104.065735/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
520000,贵州省,106.713478,26.578343,https://api.waqi.info/feed/geo:26.578343;106.713478/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
530000,云南省,102.712251,25.040609,https://api.waqi.info/feed/geo:25.040609;102.712251/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
540000,西藏自治区,91.132212,29.660361,https://api.waqi.info/feed/geo:29.660361;91.132212/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
610000,陕西省,108.948024,34.263161,https://api.waqi.info/feed/geo:34.263161;108.948024/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
620000,甘肃省,103.823557,36.058039,https://api.waqi.info/feed/geo:36.058039;103.823557/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
630000,青海省,101.778916,36.623178,https://api.waqi.info/feed/geo:36.623178;101.778916/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
640000,宁夏回族自治区,106.278179,38.46637,https://api.waqi.info/feed/geo:38.46637;106.278179/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
650000,新疆维吾尔自治区,87.617733,43.792818,https://api.waqi.info/feed/geo:43.792818;87.617733/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
710000,台湾省,121.509062,25.044332,https://api.waqi.info/feed/geo:25.044332;121.509062/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
810000,香港特别行政区,114.173355,22.320048,https://api.waqi.info/feed/geo:22.320048;114.173355/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
820000,澳门特别行政区,113.54909,22.198951,https://api.waqi.info/feed/geo:22.198951;113.54909/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110100,北京市市辖区,116.405285,39.904989,https://api.waqi.info/feed/geo:39.904989;116.405285/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110101,东城区,116.418757,39.917544,https://api.waqi.info/feed/geo:39.917544;116.418757/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110102,西城区,116.366794,39.915309,https://api.waqi.info/feed/geo:39.915309;116.366794/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110105,朝阳区,116.486409,39.921489,https://api.waqi.info/feed/geo:39.921489;116.486409/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110106,丰台区,116.286968,39.863642,https://api.waqi.info/feed/geo:39.863642;116.286968/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110107,石景山区,116.195445,39.914601,https://api.waqi.info/feed/geo:39.914601;116.195445/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110108,海淀区,116.310316,39.956074,https://api.waqi.info/feed/geo:39.956074;116.310316/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110109,门头沟区,116.105381,39.937183,https://api.waqi.info/feed/geo:39.937183;116.105381/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110111,房山区,116.139157,39.735535,https://api.waqi.info/feed/geo:39.735535;116.139157/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110112,通州区,116.658603,39.902486,https://api.waqi.info/feed/geo:39.902486;116.658603/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110113,顺义区,116.653525,40.128936,https://api.waqi.info/feed/geo:40.128936;116.653525/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110114,昌平区,116.235906,40.218085,https://api.waqi.info/feed/geo:40.218085;116.235906/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110115,大兴区,116.338033,39.728908,https://api.waqi.info/feed/geo:39.728908;116.338033/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
110116,怀柔区,116.637122,40.324272,https://api.waqi.info/feed/geo:40.324272;116.637122/?token=6d1f880100cfeae0325a80fa87cf70465d36e77d
